﻿msg_0,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_311,"その「グラブ」がどうしたホ～？
[end_choice][clear][end]"
msg_311_Choice1,[if(CBIT_HEAR_FST_G)][if_not(IBIT_FST_LGND_G)]実は最強？
msg_311_Choice2,[if(CBIT_HEAR_FST_L)][if_not(IBIT_FST_LGND_S)]隠された力がある
msg_311_Choice3,[if_not(IBIT_FST_LGND_N)]やっぱり普通
msg_311_Choice4,[if_not(IBIT_FST_LGND_B)]やっぱりやめる
msg_312,"その「レイピア」がどうしたホ～？
[end_choice][clear][end]"
msg_312_Choice1,[if(CBIT_HEAR_FLW_G)][if_not(IBIT_NSW_LGND_G)]実は最強？
msg_312_Choice2,[if(CBIT_HEAR_FLW_L)][if_not(IBIT_NSW_LGND_S)]隠された力がある
msg_312_Choice3,[if_not(IBIT_NSW_LGND_N)]やっぱり普通
msg_312_Choice4,[if_not(IBIT_NSW_LGND_B)]やっぱりやめる
msg_313,"ジャックランタンがどうしたホ～？
[end_choice][clear][end]"
msg_313_Choice1,[if(CBIT_HEAR_AGI_L)][if_not(BBIT_D_AGIRAO_L)]Ｄアギラオは強い
msg_313_Choice2,[if(CBIT_HEAR_AGI_M)][if_not(CBIT_HEAR_AGI_S)]ダイナミックアギラオを使う
msg_313_Choice3,[if(CBIT_HEAR_AGI_S)][if_not(BBIT_D_AGIRAO_M)]Ｄアギラオは普通
msg_313_Choice4,[if(CBIT_HEAR_AGI_S)][if_not(BBIT_D_AGIRAO_S)]Ｄアギラオは弱い
msg_313_Choice5,[if(CBIT_HEAR_AGI_C)][if_not(BBIT_D_AGIRAO_C)]Ｄアギラオは合体する
msg_313_Choice6,やっぱりやめる
msg_314,"ジャックフロストがどうしたホ～？
[end_choice][clear][end]"
msg_314_Choice1,[if(CBIT_HEAR_BUF_L)][if_not(BBIT_A_BUFURA_L)]Ａブフーラは強い
msg_314_Choice2,[if(CBIT_HEAR_BUF_M)][if_not(CBIT_HEAR_BUF_S)]アトミックブフーラを使う
msg_314_Choice3,[if(CBIT_HEAR_BUF_S)][if_not(BBIT_A_BUFURA_M)]Ａブフーラは普通
msg_314_Choice4,[if(CBIT_HEAR_BUF_S)][if_not(BBIT_A_BUFURA_S)]Ａブフーラは弱い
msg_314_Choice5,[if(CBIT_HEAR_BUF_C)][if_not(BBIT_A_BUFURA_C)]Ａブフーラは合体する
msg_314_Choice6,やっぱりやめる
msg_315,"スチュパリデスがどうしたホ～？
[end_choice][clear][end]"
msg_315_Choice1,[if(CBIT_HEAR_GAR_L)][if_not(BBIT_D_GARURA_L)]Ｄガルーラは強い
msg_315_Choice2,[if(CBIT_HEAR_GAR_M)][if_not(CBIT_HEAR_GAR_S)]デンジャラスガルーラを使う
msg_315_Choice3,[if(CBIT_HEAR_GAR_S)][if_not(BBIT_D_GARURA_M)]Ｄガルーラは普通
msg_315_Choice4,[if(CBIT_HEAR_GAR_S)][if_not(BBIT_D_GARURA_S)]Ｄガルーラは弱い
msg_315_Choice5,[if(CBIT_HEAR_GAR_C)][if_not(BBIT_D_GARURA_C)]Ｄガルーラは合体する
msg_315_Choice6,やっぱりやめる
msg_316,"バルバトスがどうしたホ～？
[end_choice][clear][end]"
msg_316_Choice1,[if(CBIT_HEAR_MAG_L)][if_not(BBIT_G_MAGNAS_L)]Ｇマグナスは強い
msg_316_Choice2,[if(CBIT_HEAR_MAG_M)][if_not(CBIT_HEAR_MAG_S)]グレイトマグナスを使う
msg_316_Choice3,[if(CBIT_HEAR_MAG_S)][if_not(BBIT_G_MAGNAS_M)]Ｇマグナスは普通
msg_316_Choice4,[if(CBIT_HEAR_MAG_S)][if_not(BBIT_G_MAGNAS_S)]Ｇマグナスは弱い
msg_316_Choice5,[if(CBIT_HEAR_MAG_C)][if_not(BBIT_G_MAGNAS_C)]Ｇマグナスは合体する
msg_316_Choice6,やっぱりやめる
msg_317,"アンクウがどうしたホ～？
[end_choice][clear][end]"
msg_317_Choice1,[if(CBIT_HEAR_JIO_L)][if_not(BBIT_H_JIONGA_L)]Ｈジオンガは強い
msg_317_Choice2,[if(CBIT_HEAR_JIO_M)][if_not(CBIT_HEAR_JIO_S)]ハイパージオンガを使う
msg_317_Choice3,[if(CBIT_HEAR_JIO_S)][if_not(BBIT_H_JIONGA_M)]Ｈジオンガは普通
msg_317_Choice4,[if(CBIT_HEAR_JIO_S)][if_not(BBIT_H_JIONGA_S)]Ｈジオンガは弱い
msg_317_Choice5,[if(CBIT_HEAR_JIO_C)][if_not(BBIT_H_JIONGA_C)]Ｈジオンガは合体する
msg_317_Choice6,やっぱりやめる
msg_318,"カナロアがどうしたホ～？
[end_choice][clear][end]"
msg_318_Choice1,[if(CBIT_HEAR_AQU_L)][if_not(BBIT_W_AQUES_L)]Ｗアクエスは強い
msg_318_Choice2,[if(CBIT_HEAR_AQU_M)][if_not(CBIT_HEAR_AQU_S)]ワンダフルアクエスを使う
msg_318_Choice3,[if(CBIT_HEAR_AQU_S)][if_not(BBIT_W_AQUES_M)]Ｗアクエスは普通
msg_318_Choice4,[if(CBIT_HEAR_AQU_S)][if_not(BBIT_W_AQUES_S)]Ｗアクエスは弱い
msg_318_Choice5,[if(CBIT_HEAR_AQU_C)][if_not(BBIT_W_AQUES_C)]Ｗアクエスは合体する
msg_318_Choice6,やっぱりやめる
msg_319,"デメテールがどうしたホ～？
[end_choice][clear][end]"
msg_319_Choice1,[if(CBIT_HEAR_FRA_L)][if_not(BBIT_U_FRAIRA_L)]Ｕフレイラは強い
msg_319_Choice2,[if(CBIT_HEAR_FRA_M)][if_not(CBIT_HEAR_FRA_S)]ウルトラフレイラを使う
msg_319_Choice3,[if(CBIT_HEAR_FRA_S)][if_not(BBIT_U_FRAIRA_M)]Ｕフレイラは普通
msg_319_Choice4,[if(CBIT_HEAR_FRA_S)][if_not(BBIT_U_FRAIRA_S)]Ｕフレイラは弱い
msg_319_Choice5,[if(CBIT_HEAR_FRA_C)][if_not(BBIT_U_FRAIRA_C)]Ｕフレイラは合体する
msg_319_Choice6,やっぱりやめる
msg_320,"サキュバスがどうしたホ～？
[end_choice][clear][end]"
msg_320_Choice1,[if(CBIT_HEAR_MEG_L)][if_not(BBIT_C_MEGIDO_L)]超メギドは強い
msg_320_Choice2,[if(CBIT_HEAR_MEG_M)][if_not(CBIT_HEAR_MEG_S)]超メギドを使う
msg_320_Choice3,[if(CBIT_HEAR_MEG_S)][if_not(BBIT_C_MEGIDO_M)]超メギドは普通
msg_320_Choice4,[if(CBIT_HEAR_MEG_S)][if_not(BBIT_C_MEGIDO_S)]超メギドは弱い
msg_320_Choice5,[if(CBIT_HEAR_MEG_C)][if_not(BBIT_C_MEGIDO_C)]超メギドは合体する
msg_320_Choice6,やっぱりやめる
msg_321,"[color(yellow)][var(msg_var_0)][color(white)]
へぇ、おもしろいウワサだホ～！
じゃあ、みんなにいっとくホ～！
[wait][clear][end]"
msg_322,"[color(yellow)][var(msg_var_0)][color(white)]
それは、オイラだホ～！
[wait][clear][end]"
msg_323,"[color(yellow)][var(msg_var_0)][color(white)]
えーっ！ ウワサないホ～？
じゃあ、つぎにあうときには、おもしろいの
よういしといてホ～！
[wait][clear][end]"
msg_324,"[color(yellow)][var(msg_var_0)][color(white)]
オ、オイラ、しってるホ～…
キミの[color(orange)]にほんとう[color(white)]、[color(orange)]へなちょこ[color(white)]だって…
みんなにいいふらしちゃうホ～！
[wait][clear][end]"
msg_325,"[color(yellow)][var(msg_var_0)][color(white)]
オ、オイラ、しってるホ～…
キミの[color(orange)]ハンドガン[color(white)]、[color(orange)]へなちょこ[color(white)]だって…
みんなにいいふらしちゃうホ～！
[wait][clear][end]"
msg_326,"[color(yellow)][var(msg_var_0)][color(white)]
オ、オイラ、しってるホ～…
キミの[color(orange)]コイン[color(white)]、[color(orange)]へなちょこ[color(white)]だって…
みんなにいいふらしちゃうホ～！
[wait][clear][end]"
msg_327,"[color(yellow)][var(msg_var_0)][color(white)]
オ、オイラ、しってるホ～…
キミの[color(orange)]グラブ[color(white)]、[color(orange)]へなちょこ[color(white)]だって…
みんなにいいふらしちゃうホ～！
[wait][clear][end]"
msg_328,"[color(yellow)][var(msg_var_0)][color(white)]
オ、オイラ、しってるホ～…
キミの[color(orange)]レイピア[color(white)]、[color(orange)]へなちょこ[color(white)]だって…
みんなにいいふらしちゃうホ～！
[wait][clear][end]"
msg_329,"[color(yellow)][var(msg_var_0)][color(white)]
ところで…
オイラのパパって、いつもにんげんのコト
ばかにしてるんだけど…
[wait][clear][end]"
msg_330,"ホントは、そんなに「ばか」じゃないホ～？
[end_choice][clear][end]"
msg_330_Choice1,むしろ賢い
msg_330_Choice2,悪魔と同じ
msg_330_Choice3,底なしの馬鹿
msg_330_Choice4,………………
msg_331,"[color(yellow)][var(msg_var_0)][color(white)]
…んんっ？
ばか、ばか、ばか、ばか…
あっ、おもいだしたホ～！
[wait][clear][end]"
msg_332,"[color(yellow)][var(msg_var_0)][color(white)]
これ、[color(green)]占札／ＦＯＯＬのカード[color(white)]！
オイラのたからものだから、たいせつにするホ～！
[wait][clear][end]"
msg_333,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、にんげんみつけたホ～！！
ねぇねぇ、オイラとおはなしするホ～！！
[wait][clear][end]"
msg_334,"[color(green)]選択肢ジャンプの挙動エラーです[color(white)]
[end]"
