﻿msg_0,"[color(yellow)][var(msg_var_0)][color(white)]
[wait][clear][end]"
msg_300_Choice6,やっぱりやめる
msg_301,"スチュパリデスがどうしたの？
[end_choice][clear][end]"
msg_301_Choice1,[if(CBIT_HEAR_GAR_L)][if_not(BBIT_D_GARURA_L)]Ｄガルーラは強い
msg_301_Choice2,[if(CBIT_HEAR_GAR_M)][if_not(CBIT_HEAR_GAR_S)]デンジャラスガルーラを使う
msg_301_Choice3,[if(CBIT_HEAR_GAR_S)][if_not(BBIT_D_GARURA_M)]Ｄガルーラは普通
msg_301_Choice4,[if(CBIT_HEAR_GAR_S)][if_not(BBIT_D_GARURA_S)]Ｄガルーラは弱い
msg_301_Choice5,[if(CBIT_HEAR_GAR_C)][if_not(BBIT_D_GARURA_C)]Ｄガルーラは合体する
msg_301_Choice6,やっぱりやめる
msg_302,"バルバトスがどうしたの？
[end_choice][clear][end]"
msg_302_Choice1,[if(CBIT_HEAR_MAG_L)][if_not(BBIT_G_MAGNAS_L)]Ｇマグナスは強い
msg_302_Choice2,[if(CBIT_HEAR_MAG_M)][if_not(CBIT_HEAR_MAG_S)]グレイトマグナスを使う
msg_302_Choice3,[if(CBIT_HEAR_MAG_S)][if_not(BBIT_G_MAGNAS_M)]Ｇマグナスは普通
msg_302_Choice4,[if(CBIT_HEAR_MAG_S)][if_not(BBIT_G_MAGNAS_S)]Ｇマグナスは弱い
msg_302_Choice5,[if(CBIT_HEAR_MAG_C)][if_not(BBIT_G_MAGNAS_C)]Ｇマグナスは合体する
msg_302_Choice6,やっぱりやめる
msg_303,"アンクウがどうしたの？
[end_choice][clear][end]"
msg_303_Choice1,[if(CBIT_HEAR_JIO_L)][if_not(BBIT_H_JIONGA_L)]Ｈジオンガは強い
msg_303_Choice2,[if(CBIT_HEAR_JIO_M)][if_not(CBIT_HEAR_JIO_S)]ハイパージオンガを使う
msg_303_Choice3,[if(CBIT_HEAR_JIO_S)][if_not(BBIT_H_JIONGA_M)]Ｈジオンガは普通
msg_303_Choice4,[if(CBIT_HEAR_JIO_S)][if_not(BBIT_H_JIONGA_S)]Ｈジオンガは弱い
msg_303_Choice5,[if(CBIT_HEAR_JIO_C)][if_not(BBIT_H_JIONGA_C)]Ｈジオンガは合体する
msg_303_Choice6,やっぱりやめる
msg_304,"カナロアがどうしたの？
[end_choice][clear][end]"
msg_304_Choice1,[if(CBIT_HEAR_AQU_L)][if_not(BBIT_W_AQUES_L)]Ｗアクエスは強い
msg_304_Choice2,[if(CBIT_HEAR_AQU_M)][if_not(CBIT_HEAR_AQU_S)]ワンダフルアクエスを使う
msg_304_Choice3,[if(CBIT_HEAR_AQU_S)][if_not(BBIT_W_AQUES_M)]Ｗアクエスは普通
msg_304_Choice4,[if(CBIT_HEAR_AQU_S)][if_not(BBIT_W_AQUES_S)]Ｗアクエスは弱い
msg_304_Choice5,[if(CBIT_HEAR_AQU_C)][if_not(BBIT_W_AQUES_C)]Ｗアクエスは合体する
msg_304_Choice6,やっぱりやめる
msg_305,"デメテールがどうしたの？
[end_choice][clear][end]"
msg_305_Choice1,[if(CBIT_HEAR_FRA_L)][if_not(BBIT_U_FRAIRA_L)]Ｕフレイラは強い
msg_305_Choice2,[if(CBIT_HEAR_FRA_M)][if_not(CBIT_HEAR_FRA_S)]ウルトラフレイラを使う
msg_305_Choice3,[if(CBIT_HEAR_FRA_S)][if_not(BBIT_U_FRAIRA_M)]Ｕフレイラは普通
msg_305_Choice4,[if(CBIT_HEAR_FRA_S)][if_not(BBIT_U_FRAIRA_S)]Ｕフレイラは弱い
msg_305_Choice5,[if(CBIT_HEAR_FRA_C)][if_not(BBIT_U_FRAIRA_C)]Ｕフレイラは合体する
msg_305_Choice6,やっぱりやめる
msg_306,"サキュバスがどうしたの？
[end_choice][clear][end]"
msg_306_Choice1,[if(CBIT_HEAR_MEG_L)][if_not(BBIT_C_MEGIDO_L)]超メギドは強い
msg_306_Choice2,[if(CBIT_HEAR_MEG_M)][if_not(CBIT_HEAR_MEG_S)]超メギドを使う
msg_306_Choice3,[if(CBIT_HEAR_MEG_S)][if_not(BBIT_C_MEGIDO_M)]超メギドは普通
msg_306_Choice4,[if(CBIT_HEAR_MEG_S)][if_not(BBIT_C_MEGIDO_S)]超メギドは弱い
msg_306_Choice5,[if(CBIT_HEAR_MEG_C)][if_not(BBIT_C_MEGIDO_C)]超メギドは合体する
msg_306_Choice6,やっぱりやめる
msg_307,"[color(yellow)][var(msg_var_0)][color(white)]
へぇ、そんなウワサがあったんだぁ。
ぼく、しらなかったよ！
じゃあ、みんなにいっとくね！
[wait][clear][end]"
msg_308,"[color(yellow)][var(msg_var_0)][color(white)]
えーっ！ ウワサないのぉ…
じゃあ、つぎにあうときには、おもしろいの
よういしといてね！
[wait][clear][end]"
msg_309,"[color(yellow)][var(msg_var_0)][color(white)]
ぼ、ぼく、しってるよ…
おにいちゃんの[color(orange)]にほんとう[color(white)]、[color(orange)]へなちょこ[color(white)]だって…
みんなにいいふらしちゃうもん！
[wait][clear][end]"
msg_310,"[color(yellow)][var(msg_var_0)][color(white)]
ぼ、ぼく、しってるよ…
おねえちゃんの[color(orange)]ハンドガン[color(white)]、[color(orange)]へなちょこ[color(white)]だって…
みんなにいいふらしちゃうもん！
[wait][clear][end]"
msg_311,"[color(yellow)][var(msg_var_0)][color(white)]
ぼ、ぼく、しってるよ…
おじちゃんの[color(orange)]コイン[color(white)]、[color(orange)]へなちょこ[color(white)]だって…
みんなにいいふらしちゃうもん！
[wait][clear][end]"
msg_312,"[color(yellow)][var(msg_var_0)][color(white)]
ぼ、ぼく、しってるよ…
おねえちゃんの[color(orange)]グラブ[color(white)]、[color(orange)]へなちょこ[color(white)]だって…
みんなにいいふらしちゃうもん！
[wait][clear][end]"
msg_313,"[color(yellow)][var(msg_var_0)][color(white)]
ぼ、ぼく、しってるよ…
おねえちゃんの[color(orange)]レイピア[color(white)]、[color(orange)]へなちょこ[color(white)]だって…
みんなにいいふらしちゃうもん！
[wait][clear][end]"
msg_314,"[color(yellow)][var(msg_var_0)][color(white)]
ね、ところでさぁ…
うちのパパって、いつもにんげんのコト
ばかにしてるんだけど…
[wait][clear][end]"
msg_315,"ホントは、そんなに「ばか」じゃないよねぇ？
[end_choice][clear][end]"
msg_315_Choice1,むしろ賢い
msg_315_Choice2,悪魔と同じ
msg_315_Choice3,底なしの馬鹿
msg_315_Choice4,………………
msg_316,"[color(yellow)][var(msg_var_0)][color(white)]
…んんっ？
ばか、ばか、ばか、ばか…
あっ、おもいだしたよ！
[wait][clear][end]"
msg_317,"[color(yellow)][var(msg_var_0)][color(white)]
これ、[color(green)]占札／ＦＯＯＬのカード[color(white)]！
ぼくのたからものだから、たいせつにしてよね！
[wait][clear][end]"
msg_318,"[color(yellow)][var(msg_var_0)][color(white)]
あっ、にんげんみ～つけた！
ねぇねぇ、ぼくとおはなししようよ！
ねぇ、いいよね？
[wait][clear][end]"
msg_319,"[color(green)]選択肢ジャンプの挙動エラーです[color(white)]
[end]"
